bus_id,temperature,vibration,speed,fuel_consumption,load,outlier_type,is_failure,timestamp
37,75.5,13.86,54.62,41.63,63.85,normal,0,2024-02-19 07:53:00
26,75.89,20.09,21.71,37.09,40.96,normal,0,2024-07-22 03:44:00
98,82.79,16.25,13.64,36.83,38.88,normal,0,2024-06-20 16:25:00
76,81.54,19.09,25.71,40.86,49.03,normal,0,2024-02-02 06:11:00
86,89.93,16.04,40.37,33.03,43.31,normal,0,2024-10-04 00:49:00
8,73.92,15.19,25.42,38.44,61.48,normal,0,2024-01-24 22:37:00
54,76.35,26.07,33.68,34.88,49.73,normal,0,2024-04-08 02:43:00
94,57.03,21.09,42.99,35.28,48.23,normal,0,2024-12-07 16:23:00
98,73.33,20.51,37.5,39.13,62.51,normal,0,2024-09-14 00:49:00
62,77.81,20.82,33.94,35.8,58.36,normal,0,2024-01-31 18:45:00
88,85.99,22.51,22.63,39.63,34.27,normal,0,2024-02-18 17:24:00
59,64.15,18.21,47.08,36.32,54.19,normal,0,2024-02-20 22:05:00
95,-999.0,-40.59,-45.18,-30.42,275.17,sensor_error,0,2024-03-20 01:51:00
49,71.42,9.99,31.49,39.44,46.08,normal,0,2024-04-01 08:34:00
57,69.71,10.88,41.03,27.22,56.69,normal,0,2024-11-11 13:31:00
63,73.16,22.24,28.51,35.16,69.63,normal,0,2024-12-10 04:50:00
6,69.31,11.32,53.46,39.34,41.69,normal,0,2024-01-12 11:54:00
58,79.77,23.52,27.35,20.52,57.81,normal,0,2024-04-04 03:49:00
69,64.44,17.46,40.01,41.08,44.73,normal,0,2024-03-29 15:14:00
12,71.2,10.85,43.19,39.74,51.47,normal,0,2024-03-29 03:41:00
20,80.76,14.32,36.79,43.13,31.02,normal,0,2024-04-04 09:39:00
30,73.75,8.17,51.85,35.63,68.6,normal,0,2024-03-15 11:02:00
86,72.06,18.61,50.26,31.2,40.49,normal,0,2024-04-06 06:29:00
36,74.89,13.62,39.64,37.45,56.86,normal,0,2024-05-27 18:51:00
8,82.68,8.98,28.69,31.86,28.83,normal,0,2024-06-13 16:28:00
41,75.58,15.22,38.73,35.68,67.37,normal,0,2024-12-02 16:04:00
96,74.36,5.87,33.73,32.7,33.44,normal,0,2024-07-25 12:55:00
32,85.95,15.87,38.26,37.98,39.29,normal,0,2024-06-01 22:26:00
53,75.46,17.18,31.48,39.71,25.55,normal,0,2024-07-15 16:35:00
93,70.24,20.41,30.22,29.85,60.58,normal,0,2024-11-15 13:46:00
87,-999.0,424.74,492.4,-36.97,253.9,sensor_error,0,2024-02-04 16:52:00
82,69.88,20.96,15.83,34.16,34.91,normal,0,2024-12-05 15:28:00
38,73.68,13.08,15.66,32.81,76.95,normal,0,2024-04-18 11:47:00
65,78.74,24.53,42.36,38.99,53.53,normal,0,2024-04-11 14:53:00
55,84.29,8.03,33.69,43.32,54.61,normal,0,2024-11-11 16:37:00
57,80.8,17.26,32.52,32.89,37.2,normal,0,2024-08-05 21:43:00
39,89.54,12.94,22.11,33.85,68.28,normal,0,2024-03-30 21:54:00
2,80.7,15.85,3.0,36.29,37.47,normal,0,2024-06-18 21:54:00
46,64.78,13.54,23.8,38.4,51.15,normal,0,2024-06-05 01:51:00
93,83.58,18.04,53.84,32.18,43.08,normal,0,2024-06-12 17:04:00
25,69.16,15.47,35.54,34.46,57.94,normal,0,2024-03-27 18:19:00
70,86.28,13.6,60.24,40.72,76.02,normal,0,2024-06-19 17:56:00
66,97.32,14.65,43.95,30.47,64.42,normal,0,2024-09-26 20:47:00
48,66.23,12.57,63.92,37.43,27.47,normal,0,2024-02-22 00:34:00
6,69.79,6.57,9.23,28.63,44.52,normal,0,2024-12-16 05:20:00
58,83.22,19.67,19.58,39.84,61.8,normal,0,2024-06-22 22:43:00
8,86.97,18.09,41.83,45.34,52.04,normal,0,2024-09-21 02:14:00
31,56.54,10.65,29.01,37.73,27.8,normal,0,2024-08-26 04:12:00
24,78.3,18.8,53.81,32.19,58.36,normal,0,2024-01-08 22:26:00
19,76.86,13.04,43.62,41.52,35.91,normal,0,2024-05-01 02:32:00
11,86.42,9.81,45.1,31.94,39.32,normal,0,2024-07-15 00:25:00
38,59.91,8.6,61.12,37.76,25.21,normal,0,2024-01-31 12:49:00
37,82.57,16.36,33.85,35.97,60.42,normal,0,2024-05-04 21:06:00
44,90.11,18.68,40.96,28.38,44.58,normal,0,2024-07-23 18:47:00
76,77.97,16.25,35.79,37.43,30.73,normal,0,2024-01-29 14:14:00
1,73.6,9.65,42.83,37.33,61.07,normal,0,2024-04-25 02:19:00
71,64.78,12.68,41.21,37.97,43.7,normal,0,2024-10-13 16:47:00
79,92.92,15.08,26.92,36.5,40.48,normal,0,2024-03-28 01:39:00
35,84.81,16.41,48.23,37.37,44.2,normal,0,2024-12-14 04:47:00
61,92.55,16.86,39.89,30.78,66.71,normal,0,2024-09-02 02:38:00
51,86.35,15.76,49.49,33.76,48.78,normal,0,2024-03-06 04:22:00
36,67.53,14.86,40.44,38.83,59.63,normal,0,2024-04-25 15:05:00
25,71.45,17.93,26.18,37.92,45.41,normal,0,2024-12-14 18:14:00
87,77.6,9.52,32.72,31.72,23.63,normal,0,2024-07-10 16:55:00
77,84.56,18.59,25.48,31.66,67.59,normal,0,2024-08-27 17:01:00
84,90.71,11.34,29.65,35.02,41.71,normal,0,2024-05-11 07:02:00
16,76.79,18.03,19.06,41.54,68.77,normal,0,2024-04-04 09:53:00
43,66.75,19.74,24.52,32.09,61.47,normal,0,2024-09-05 04:13:00
34,84.19,13.96,29.3,35.49,62.11,normal,0,2024-06-02 04:54:00
64,311.75,-35.8,-27.9,-22.33,167.06,sensor_error,0,2024-08-29 21:05:00
98,97.59,37.8,41.27,49.52,49.64,real_anomaly,1,2024-10-06 08:36:00
86,112.66,49.18,27.29,54.28,45.61,real_anomaly,1,2024-08-11 00:01:00
31,71.64,14.87,26.95,35.91,68.5,normal,0,2024-10-01 15:35:00
78,79.11,19.92,40.52,24.95,56.88,normal,0,2024-10-11 11:49:00
35,74.64,19.78,34.12,37.15,42.66,normal,0,2024-07-23 08:00:00
61,65.26,20.73,44.71,36.11,21.66,normal,0,2024-01-02 15:38:00
43,82.88,12.09,65.06,39.94,50.52,normal,0,2024-10-25 02:08:00
28,83.9,18.56,61.87,31.37,44.87,normal,0,2024-07-03 02:34:00
53,86.5,19.34,55.04,39.14,57.68,normal,0,2024-04-17 15:15:00
3,84.09,9.59,23.35,35.57,75.26,normal,0,2024-12-20 20:13:00
48,82.31,8.0,32.39,34.62,51.61,normal,0,2024-10-02 11:32:00
91,78.31,12.7,35.41,36.79,29.31,normal,0,2024-06-03 17:44:00
11,66.86,12.8,12.61,33.45,22.51,normal,0,2024-01-25 13:59:00
46,67.99,11.55,29.46,34.36,86.05,normal,0,2024-04-04 08:44:00
83,63.57,10.38,39.28,40.75,48.63,normal,0,2024-07-04 04:18:00
22,333.05,-57.16,409.44,-4.07,-33.33,sensor_error,0,2024-02-25 14:50:00
81,71.39,19.73,42.75,41.02,54.98,normal,0,2024-09-21 08:45:00
56,64.76,15.23,18.49,39.41,72.34,normal,0,2024-05-21 04:15:00
80,82.49,17.62,41.17,33.63,63.65,normal,0,2024-06-03 14:05:00
18,67.0,15.81,28.33,28.15,47.45,normal,0,2024-03-19 20:30:00
69,69.93,11.52,27.96,36.86,57.08,normal,0,2024-12-27 14:02:00
21,86.94,14.79,21.03,34.42,64.25,normal,0,2024-01-20 23:08:00
19,75.08,16.62,26.54,34.32,62.34,normal,0,2024-03-02 23:53:00
5,75.86,10.99,25.55,28.67,46.6,normal,0,2024-02-29 00:33:00
17,94.57,17.19,40.18,30.89,44.22,normal,0,2024-11-05 23:22:00
62,-999.0,-93.65,405.55,-21.51,156.68,sensor_error,0,2024-06-09 23:25:00
21,78.35,16.77,39.49,38.89,65.95,normal,0,2024-02-18 13:12:00
58,84.34,16.14,22.44,27.1,22.66,normal,0,2024-02-06 01:06:00
21,74.46,18.84,40.58,30.91,50.56,normal,0,2024-11-20 06:41:00
3,79.06,15.84,26.76,31.03,60.77,normal,0,2024-02-12 09:36:00
3,85.84,7.98,35.44,30.96,44.3,normal,0,2024-04-02 14:19:00
54,80.15,11.79,60.17,37.23,49.54,normal,0,2024-07-14 09:55:00
59,74.29,14.54,24.82,28.69,51.5,normal,0,2024-01-23 07:54:00
19,86.09,15.11,29.65,38.1,61.91,normal,0,2024-11-16 14:27:00
96,76.0,12.89,46.24,28.23,10.0,normal,0,2024-02-08 01:36:00
92,96.51,16.83,36.02,35.09,42.85,normal,0,2024-09-03 02:10:00
62,74.59,15.0,49.18,41.29,78.12,normal,0,2024-09-15 09:37:00
31,70.57,12.12,23.85,37.55,36.61,normal,0,2024-02-22 19:53:00
78,74.83,21.98,41.38,39.34,21.31,normal,0,2024-06-10 20:09:00
53,80.83,20.97,34.59,33.17,42.55,normal,0,2024-06-23 07:39:00
63,84.5,17.52,17.71,38.09,11.63,normal,0,2024-09-22 21:59:00
99,68.43,18.28,35.91,31.11,49.52,normal,0,2024-02-08 23:51:00
72,89.11,19.14,40.66,38.73,84.05,normal,0,2024-11-07 21:32:00
59,80.85,18.0,47.31,35.45,58.96,normal,0,2024-03-16 06:31:00
17,71.22,11.81,28.83,34.49,45.85,normal,0,2024-06-07 08:14:00
53,65.64,18.04,16.91,31.72,51.57,normal,0,2024-08-07 03:34:00
68,67.74,8.51,36.78,34.99,29.39,normal,0,2024-11-20 21:19:00
36,68.07,20.56,40.49,30.02,59.71,normal,0,2024-11-16 23:09:00
33,75.79,14.93,16.32,24.49,58.96,normal,0,2024-05-29 11:22:00
15,100.0,20.67,14.38,41.5,42.12,normal,0,2024-01-10 01:24:00
88,73.78,12.99,20.61,37.87,47.03,normal,0,2024-12-15 11:46:00
1,82.75,16.81,15.59,22.17,55.64,normal,0,2024-03-16 07:34:00
71,80.77,15.5,27.78,38.82,68.05,normal,0,2024-06-17 08:53:00
48,99.42,41.89,29.85,54.37,41.1,real_anomaly,1,2024-01-26 09:44:00
84,80.41,12.12,46.88,32.35,53.41,normal,0,2024-11-28 22:31:00
84,67.33,13.25,19.2,39.16,45.86,normal,0,2024-05-11 22:18:00
28,92.85,18.27,33.24,33.19,55.74,normal,0,2024-08-16 02:18:00
81,73.98,16.2,20.34,36.69,54.69,normal,0,2024-02-01 09:06:00
100,76.32,12.68,45.56,33.3,49.66,normal,0,2024-04-01 04:16:00
32,82.45,13.1,50.38,41.43,32.8,normal,0,2024-05-13 22:48:00
23,91.72,16.23,58.46,32.42,46.5,normal,0,2024-09-16 12:51:00
64,78.33,15.05,30.89,38.15,37.91,normal,0,2024-04-22 21:43:00
80,84.03,12.78,17.28,29.3,45.74,normal,0,2024-04-07 11:22:00
25,75.86,8.57,39.95,29.54,41.53,normal,0,2024-06-03 07:14:00
70,75.53,17.84,49.19,38.55,56.57,normal,0,2024-11-01 04:46:00
1,86.74,11.07,38.51,38.26,39.27,normal,0,2024-05-10 20:29:00
71,69.49,12.33,31.37,35.96,37.45,normal,0,2024-03-13 08:14:00
13,77.01,12.25,23.0,32.37,61.39,normal,0,2024-04-11 18:21:00
75,61.67,17.15,47.66,40.36,57.17,normal,0,2024-05-28 20:10:00
49,78.74,26.24,37.67,40.22,64.81,normal,0,2024-05-25 13:53:00
4,89.79,23.68,56.46,39.34,46.51,normal,0,2024-09-27 16:42:00
81,61.33,11.85,31.09,39.52,36.45,normal,0,2024-02-16 19:01:00
94,71.42,23.01,18.57,30.99,56.44,normal,0,2024-08-22 18:41:00
31,86.95,8.27,14.61,28.21,36.35,normal,0,2024-08-05 22:46:00
99,80.3,16.8,40.23,42.75,44.8,normal,0,2024-10-07 23:00:00
18,78.13,20.88,42.34,36.25,71.95,normal,0,2024-10-01 19:08:00
58,82.24,12.62,27.17,42.67,31.82,normal,0,2024-03-14 10:31:00
90,74.33,13.8,30.02,41.58,62.75,normal,0,2024-08-31 10:01:00
34,68.08,19.24,11.77,40.39,66.5,normal,0,2024-11-30 03:27:00
74,77.26,12.71,41.63,37.71,77.02,normal,0,2024-10-16 19:19:00
88,68.9,12.35,39.8,32.91,34.44,normal,0,2024-09-02 15:41:00
30,91.23,14.47,57.62,30.82,44.94,normal,0,2024-04-14 20:43:00
58,75.57,14.83,55.61,36.37,44.55,normal,0,2024-05-18 13:12:00
24,79.73,17.01,46.87,33.18,67.61,normal,0,2024-01-04 08:36:00
75,66.04,11.09,52.84,34.38,54.0,normal,0,2024-02-22 08:02:00
62,73.71,16.36,27.11,37.15,59.63,normal,0,2024-05-05 13:11:00
51,83.18,13.53,19.01,37.83,22.72,normal,0,2024-05-27 18:38:00
26,77.55,14.84,43.06,35.81,62.85,normal,0,2024-11-27 18:24:00
63,76.53,23.91,27.21,33.83,61.66,normal,0,2024-11-05 16:06:00
50,78.0,22.87,26.7,38.88,58.88,normal,0,2024-01-17 22:52:00
73,86.05,19.42,23.9,43.42,54.87,normal,0,2024-02-16 21:00:00
43,78.2,14.05,51.04,31.53,35.23,normal,0,2024-08-27 07:47:00
12,97.41,10.63,22.52,37.54,26.47,normal,0,2024-10-18 17:55:00
98,91.49,23.53,31.65,27.52,78.93,normal,0,2024-04-26 07:50:00
56,83.23,12.75,44.96,24.84,35.06,normal,0,2024-05-20 20:05:00
91,85.46,17.82,47.17,33.68,56.46,normal,0,2024-02-28 18:06:00
59,83.45,16.38,39.58,39.98,55.98,normal,0,2024-04-06 14:58:00
21,74.56,13.54,33.91,29.27,55.53,normal,0,2024-03-20 21:13:00
44,82.04,18.12,58.36,40.69,65.01,normal,0,2024-01-28 02:49:00
96,91.48,18.81,38.53,30.14,63.88,normal,0,2024-11-30 12:41:00
92,75.33,15.78,36.86,30.82,48.39,normal,0,2024-10-16 01:32:00
79,68.8,10.96,9.34,37.0,47.71,normal,0,2024-03-11 15:05:00
18,78.02,16.52,36.7,29.14,41.96,normal,0,2024-02-08 22:26:00
48,-999.0,-64.99,-18.35,-2.45,263.18,sensor_error,0,2024-04-17 19:56:00
59,79.32,10.64,46.0,40.69,59.28,normal,0,2024-09-12 22:07:00
23,84.93,18.14,50.95,36.54,32.54,normal,0,2024-12-28 15:30:00
7,87.35,8.73,33.29,33.08,45.66,normal,0,2024-08-12 15:16:00
71,74.29,15.57,40.72,40.47,57.17,normal,0,2024-03-17 09:33:00
70,70.02,16.09,19.55,47.96,40.48,normal,0,2024-04-28 22:42:00
14,71.42,15.03,48.75,38.56,51.23,normal,0,2024-07-31 16:42:00
91,77.7,10.43,32.95,42.91,38.8,normal,0,2024-06-13 14:13:00
54,93.82,11.9,16.73,31.95,35.49,normal,0,2024-10-24 12:36:00
32,75.01,10.56,35.16,31.83,67.03,normal,0,2024-03-30 08:26:00
97,68.52,14.16,34.01,37.64,63.81,normal,0,2024-10-23 06:11:00
61,83.78,17.25,34.11,36.53,31.71,normal,0,2024-02-11 18:05:00
5,84.21,13.6,41.6,31.52,55.31,normal,0,2024-03-20 19:39:00
9,89.18,16.91,42.45,37.31,16.1,normal,0,2024-09-26 03:41:00
25,65.79,16.23,48.58,40.51,53.31,normal,0,2024-03-05 10:13:00
99,81.26,11.9,31.72,30.34,26.86,normal,0,2024-07-09 05:04:00
87,91.85,14.52,36.94,38.11,61.11,normal,0,2024-03-07 09:01:00
60,75.82,10.21,28.88,33.93,70.13,normal,0,2024-06-24 23:45:00
53,64.34,14.13,18.45,42.26,69.29,normal,0,2024-02-17 15:47:00
82,75.14,17.11,7.81,36.23,57.92,normal,0,2024-02-21 15:06:00
59,68.08,10.41,30.46,31.71,37.89,normal,0,2024-09-16 00:10:00
90,73.99,13.37,34.8,38.4,33.58,normal,0,2024-11-03 10:09:00
68,71.39,21.83,21.92,43.61,66.36,normal,0,2024-08-18 07:31:00
41,50.0,19.09,55.38,39.15,62.67,normal,0,2024-06-10 05:29:00
98,65.12,11.04,24.56,30.57,54.82,normal,0,2024-10-15 12:21:00
36,382.88,-72.21,-24.04,-5.25,190.9,sensor_error,0,2024-03-10 19:00:00
87,76.65,15.0,28.63,34.64,40.6,normal,0,2024-10-29 04:53:00
69,71.64,15.96,29.03,25.5,47.34,normal,0,2024-12-05 16:37:00
79,64.56,12.7,26.3,30.4,58.16,normal,0,2024-11-30 21:40:00
52,83.02,18.12,48.86,38.13,77.54,normal,0,2024-09-15 16:33:00
29,74.06,10.9,46.12,27.04,40.68,normal,0,2024-09-25 16:23:00
19,71.45,16.85,37.13,39.62,49.0,normal,0,2024-05-02 12:37:00
16,77.52,14.88,40.81,36.11,58.04,normal,0,2024-05-28 05:55:00
91,77.56,18.73,40.95,37.18,31.47,normal,0,2024-08-26 22:09:00
20,79.38,14.37,36.45,38.4,66.49,normal,0,2024-05-12 05:08:00
83,65.82,19.29,30.39,36.45,23.54,normal,0,2024-12-16 22:55:00
92,78.72,13.46,36.05,30.52,72.92,normal,0,2024-01-28 18:17:00
2,78.17,15.16,35.08,34.49,29.88,normal,0,2024-08-15 15:03:00
54,61.84,17.11,31.43,34.49,46.97,normal,0,2024-09-27 21:58:00
97,76.74,13.8,33.14,38.1,17.84,normal,0,2024-06-02 00:12:00
58,70.82,17.59,50.21,39.97,54.63,normal,0,2024-11-08 05:35:00
27,79.0,13.05,46.16,27.13,44.95,normal,0,2024-09-26 21:50:00
24,66.1,14.66,26.57,30.62,32.41,normal,0,2024-03-09 16:03:00
7,74.57,12.01,44.89,32.11,29.69,normal,0,2024-10-07 07:29:00
53,76.07,18.12,23.38,32.36,54.32,normal,0,2024-11-23 18:09:00
25,76.86,15.61,27.21,42.39,44.0,normal,0,2024-06-06 22:42:00
10,72.76,14.82,14.72,24.55,41.54,normal,0,2024-12-13 07:41:00
75,68.94,14.05,34.65,39.16,29.84,normal,0,2024-06-05 07:15:00
76,70.34,13.96,22.22,36.42,47.77,normal,0,2024-08-08 02:21:00
92,81.02,23.62,70.0,31.97,48.02,normal,0,2024-09-19 11:44:00
45,76.38,9.66,35.37,34.83,61.67,normal,0,2024-10-05 13:55:00
22,73.81,19.11,62.02,30.34,65.77,normal,0,2024-09-21 00:16:00
38,78.67,13.94,27.61,25.24,45.5,normal,0,2024-12-27 17:01:00
96,93.44,16.03,46.62,30.72,44.77,normal,0,2024-06-26 17:52:00
54,-999.0,-39.56,271.53,-6.21,248.3,sensor_error,0,2024-05-17 01:17:00
66,69.62,17.67,37.71,35.45,64.71,normal,0,2024-04-19 07:27:00
64,75.66,17.19,22.69,30.12,67.38,normal,0,2024-04-09 15:09:00
32,59.77,17.1,32.85,30.99,43.1,normal,0,2024-11-26 00:26:00
30,94.18,14.98,32.99,36.3,50.57,normal,0,2024-07-28 01:58:00
12,81.78,15.76,51.14,33.0,61.26,normal,0,2024-05-28 14:24:00
92,68.86,10.37,34.36,21.85,20.24,normal,0,2024-05-16 08:09:00
27,72.32,21.07,36.05,38.56,64.42,normal,0,2024-08-29 23:59:00
67,82.87,16.28,38.91,34.97,65.04,normal,0,2024-08-28 16:56:00
54,81.9,17.39,45.12,42.7,54.48,normal,0,2024-07-31 14:47:00
82,78.29,6.75,28.35,32.97,66.43,normal,0,2024-07-31 06:05:00
21,80.22,16.17,38.0,35.81,26.82,normal,0,2024-03-11 04:04:00
54,69.58,17.64,39.77,31.34,51.8,normal,0,2024-04-04 16:22:00
85,71.49,16.94,15.1,32.7,46.49,normal,0,2024-04-16 12:28:00
65,71.28,13.32,40.14,29.56,55.06,normal,0,2024-10-07 11:06:00
50,80.52,17.13,38.23,34.13,76.39,normal,0,2024-04-19 08:30:00
57,68.89,14.54,25.61,35.03,58.17,normal,0,2024-04-07 08:31:00
54,93.79,18.14,37.69,35.35,63.98,normal,0,2024-09-23 06:43:00
87,77.24,13.17,44.48,46.95,31.09,normal,0,2024-01-07 03:56:00
62,58.14,11.89,27.24,26.22,40.18,normal,0,2024-04-15 10:26:00
18,75.18,2.0,57.86,28.43,41.96,normal,0,2024-08-25 18:15:00
91,84.36,19.45,27.38,35.57,51.65,normal,0,2024-09-28 17:45:00
68,88.02,13.18,39.61,41.23,65.71,normal,0,2024-08-06 21:58:00
57,83.4,19.85,28.24,50.09,26.41,normal,0,2024-08-29 12:26:00
58,68.66,19.65,56.42,41.61,48.45,normal,0,2024-03-14 01:34:00
30,77.08,13.46,38.72,31.94,79.15,normal,0,2024-12-21 18:55:00
8,77.37,13.41,52.98,32.85,55.13,normal,0,2024-09-01 01:24:00
64,84.59,19.15,38.44,34.18,57.83,normal,0,2024-08-09 11:15:00
67,62.75,17.74,28.12,38.8,53.09,normal,0,2024-09-23 21:41:00
90,68.9,16.97,49.66,37.85,75.93,normal,0,2024-01-08 23:51:00
4,-999.0,296.85,-48.61,-27.23,232.28,sensor_error,0,2024-02-10 21:33:00
45,88.2,10.7,34.38,31.28,38.16,normal,0,2024-11-13 11:03:00
48,83.3,12.21,54.46,37.15,16.26,normal,0,2024-11-25 17:02:00
19,81.07,12.55,37.6,33.49,43.74,normal,0,2024-10-02 02:32:00
21,70.81,14.76,26.3,36.71,50.96,normal,0,2024-02-07 17:02:00
12,72.37,18.41,16.21,34.81,47.88,normal,0,2024-02-22 22:36:00
58,84.62,18.22,42.29,40.23,71.97,normal,0,2024-06-04 05:39:00
79,63.12,11.55,25.22,40.62,36.81,normal,0,2024-06-14 06:29:00
19,77.59,10.3,41.18,35.32,46.95,normal,0,2024-03-04 17:17:00
38,80.02,13.5,36.64,30.74,41.32,normal,0,2024-09-20 07:07:00
85,74.43,9.02,30.65,42.36,39.88,normal,0,2024-06-18 01:56:00
82,90.44,12.78,47.2,40.4,66.61,normal,0,2024-06-23 06:47:00
93,76.89,6.38,35.04,31.23,19.6,normal,0,2024-01-14 04:14:00
26,86.16,20.56,55.89,43.71,68.51,normal,0,2024-07-13 01:41:00
5,78.74,13.74,41.55,33.98,40.82,normal,0,2024-04-30 19:52:00
30,73.86,12.87,17.15,42.64,62.39,normal,0,2024-08-30 00:54:00
6,66.03,22.19,48.3,38.11,25.73,normal,0,2024-09-01 03:11:00
18,67.42,15.78,36.42,44.17,66.89,normal,0,2024-12-15 01:19:00
68,77.46,16.5,56.18,26.1,50.25,normal,0,2024-05-03 22:44:00
15,81.42,8.31,41.41,32.59,51.69,normal,0,2024-06-18 15:07:00
31,63.14,14.83,43.04,30.94,63.85,normal,0,2024-10-29 06:35:00
51,72.98,20.47,11.06,29.5,42.03,normal,0,2024-05-15 02:32:00
56,73.56,13.07,29.78,35.55,69.6,normal,0,2024-12-28 21:38:00
39,80.47,20.0,48.66,42.37,70.79,normal,0,2024-12-13 15:59:00
14,72.58,16.62,24.84,37.12,59.13,normal,0,2024-01-14 20:56:00
79,71.02,11.11,16.37,28.27,51.41,normal,0,2024-03-25 04:28:00
30,83.15,20.62,48.4,36.76,84.22,normal,0,2024-03-16 21:31:00
68,70.43,13.18,39.59,40.99,43.93,normal,0,2024-09-03 16:19:00
8,82.21,9.02,44.04,30.15,40.93,normal,0,2024-10-06 16:38:00
43,80.91,15.61,19.24,33.12,38.18,normal,0,2024-05-01 07:28:00
7,81.37,17.78,40.28,41.9,54.55,normal,0,2024-08-24 05:57:00
16,75.33,10.61,41.2,41.7,49.22,normal,0,2024-12-11 02:37:00
20,72.92,11.25,2.28,37.67,44.42,normal,0,2024-11-20 22:17:00
37,88.32,11.35,48.32,33.3,43.36,normal,0,2024-12-24 03:12:00
58,66.52,17.21,34.33,31.41,60.63,normal,0,2024-06-11 13:24:00
9,84.33,6.85,47.98,37.75,68.35,normal,0,2024-04-14 16:56:00
12,82.88,12.29,35.58,21.31,57.83,normal,0,2024-03-12 17:24:00
83,88.76,14.28,35.91,36.08,10.07,normal,0,2024-03-23 02:16:00
37,82.39,15.85,26.59,37.23,19.35,normal,0,2024-09-19 08:54:00
63,77.48,12.05,25.21,41.06,56.91,normal,0,2024-06-19 16:43:00
48,76.73,11.97,31.85,34.78,66.94,normal,0,2024-05-22 14:12:00
51,72.47,18.32,32.73,40.67,65.33,normal,0,2024-06-18 16:19:00
40,87.85,6.07,26.73,44.03,22.57,normal,0,2024-05-14 17:49:00
77,102.57,46.06,40.6,57.73,50.65,real_anomaly,1,2024-10-28 21:41:00
43,78.81,18.14,53.63,31.54,51.92,normal,0,2024-07-04 14:48:00
57,73.36,14.82,19.49,32.6,69.92,normal,0,2024-04-12 20:54:00
59,80.62,16.81,34.78,38.16,37.02,normal,0,2024-11-16 08:17:00
91,68.17,17.72,20.98,35.37,44.72,normal,0,2024-12-19 10:54:00
71,62.94,15.0,39.77,43.96,39.3,normal,0,2024-09-22 02:47:00
70,75.7,13.45,37.31,33.57,82.7,normal,0,2024-04-14 04:05:00
91,75.32,13.83,32.26,31.57,68.7,normal,0,2024-01-29 21:13:00
59,78.5,16.94,24.91,30.82,50.5,normal,0,2024-01-18 09:29:00
96,75.55,11.67,60.58,29.32,59.43,normal,0,2024-01-29 21:14:00
82,74.95,15.63,26.02,32.4,76.51,normal,0,2024-02-19 21:28:00
34,83.85,21.95,25.52,28.09,36.15,normal,0,2024-05-01 07:01:00
50,86.26,15.03,29.61,35.54,41.67,normal,0,2024-12-14 16:57:00
25,75.14,17.74,26.58,34.9,41.11,normal,0,2024-10-07 07:13:00
81,86.47,13.49,26.55,24.71,80.9,normal,0,2024-11-11 18:04:00
97,90.34,15.39,51.01,25.23,45.71,normal,0,2024-08-17 22:42:00
32,91.27,13.02,41.08,34.9,47.58,normal,0,2024-07-04 13:29:00
65,70.88,15.46,10.99,41.72,86.7,normal,0,2024-06-18 00:55:00
5,71.34,12.64,20.13,25.17,70.83,normal,0,2024-07-26 04:16:00
96,68.3,9.21,35.2,41.18,61.26,normal,0,2024-05-02 04:35:00
68,83.44,12.67,47.03,25.43,43.34,normal,0,2024-03-01 10:45:00
14,68.42,6.99,31.19,40.81,43.57,normal,0,2024-01-27 16:57:00
20,282.8,448.01,-13.05,-21.88,-41.88,sensor_error,0,2024-11-21 16:40:00
80,77.48,13.22,52.29,37.74,44.39,normal,0,2024-11-21 04:22:00
20,71.43,16.79,30.07,28.12,39.93,normal,0,2024-05-16 22:47:00
26,87.41,15.92,55.45,35.9,46.88,normal,0,2024-12-08 10:04:00
96,76.36,16.9,34.59,35.23,40.19,normal,0,2024-08-06 12:40:00
87,71.76,14.66,43.36,43.56,57.91,normal,0,2024-04-08 17:58:00
70,69.25,10.93,48.77,34.99,40.55,normal,0,2024-07-09 16:44:00
45,86.46,20.17,41.02,33.68,15.37,normal,0,2024-07-27 10:32:00
21,61.08,7.67,16.0,42.04,80.62,normal,0,2024-10-02 18:28:00
64,72.82,25.17,58.23,33.57,59.95,normal,0,2024-05-27 19:18:00
48,69.76,19.83,33.02,35.08,38.94,normal,0,2024-09-05 09:52:00
85,75.57,11.27,13.28,31.7,26.33,normal,0,2024-11-01 22:01:00
74,72.54,19.01,29.51,42.94,41.43,normal,0,2024-11-14 22:43:00
69,68.71,10.72,37.25,30.9,32.81,normal,0,2024-05-20 04:24:00
43,78.8,13.62,34.65,43.93,75.33,normal,0,2024-01-14 03:25:00
6,81.9,9.84,13.3,34.38,60.0,normal,0,2024-02-28 13:17:00
39,93.29,12.47,21.77,44.2,50.83,normal,0,2024-11-29 02:20:00
54,82.95,14.03,19.21,42.12,63.13,normal,0,2024-09-30 12:26:00
87,73.12,12.43,59.34,26.89,63.71,normal,0,2024-04-22 08:14:00
42,62.14,9.08,45.94,34.22,56.01,normal,0,2024-10-04 07:40:00
46,80.87,17.99,32.54,42.04,20.49,normal,0,2024-07-30 23:03:00
87,78.19,19.92,20.67,40.66,13.7,normal,0,2024-07-13 22:41:00
75,73.06,20.19,41.84,38.63,33.56,normal,0,2024-04-04 06:18:00
91,78.04,13.95,41.32,36.71,79.79,normal,0,2024-05-05 15:05:00
30,70.46,11.45,25.86,36.46,51.39,normal,0,2024-01-01 20:21:00
